Store;DayOfWeek;Date;Sales;Customers;Open;Promo;StateHoliday;SchoolHoliday;StoreType;Assortment;CompetitionDistance;CompetitionOpenSinceMonth;CompetitionOpenSinceYear;Promo2;Promo2SinceWeek;Promo2SinceYear;PromoInterval;State;Latitude;Longitude
519;4;23.07.2015;4,501 €;491;1;0;0;1;c;c;2510;8;2009;1;1;2012;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,44;8,1
520;4;23.07.2015;4,175 €;412;1;0;0;1;a;c;6900;;;1;40;2012;Mar,Jun,Sept,Dec;Bayern;50,37;10,38
521;4;23.07.2015;4,814 €;380;1;0;0;0;d;a;18610;11;2002;1;48;2011;Mar,Jun,Sept,Dec;Nordrhein-Westfalen;52,37;8,88
522;4;23.07.2015;8,779 €;673;1;0;0;0;d;c;7160;11;2012;1;9;2011;Jan,Apr,Jul,Oct;Brandenburg;53,2;11,84
523;4;23.07.2015;11,202 €;1320;1;0;0;1;c;c;50;11;2013;0;;;;Sachsen;50,23;12,32
524;4;23.07.2015;7,589 €;844;1;0;0;1;a;c;40860;9;2013;0;;;;Nordrhein-Westfalen;52;7,76
525;4;23.07.2015;8,709 €;732;1;0;0;1;d;c;1870;9;2013;0;;;;Baden-Wuerttemberg;47,7;8,4
526;4;23.07.2015;8,945 €;1264;1;0;0;1;a;a;120;;;1;48;2011;Mar,Jun,Sept,Dec;Bayern;50,02;11,74
527;4;23.07.2015;8,817 €;871;1;0;0;1;d;c;5830;4;2008;0;;;;Rheinland-Pfalz;50,11;6,51
528;4;23.07.2015;9,453 €;874;1;0;0;1;a;c;20620;;;1;37;2009;Jan,Apr,Jul,Oct;Bayern;48,24;11,98
529;4;23.07.2015;6,927 €;703;1;0;0;1;d;c;12920;9;2012;0;;;;Sachsen;50,7;12,35
530;4;23.07.2015;7,879 €;1371;1;0;0;1;a;c;18160;;;0;;;;Nordrhein-Westfalen;51;7,53
531;4;23.07.2015;4,501 €;517;1;0;0;1;a;c;4030;;;0;;;;Brandenburg;52,55;12,86
532;4;23.07.2015;9,013 €;1038;1;0;0;1;a;c;1070;8;2010;0;;;;Mecklenburg-Vorpommern;53,39;13,5
533;4;23.07.2015;9,439 €;964;1;0;0;0;a;c;5950;;;0;;;;Mecklenburg-Vorpommern;54,13;12,94
534;4;23.07.2015;6,921 €;504;1;0;0;0;d;a;1200;9;2009;1;45;2009;Jan,Apr,Jul,Oct;Niedersachsen;52,7;10
535;4;23.07.2015;7,286 €;860;1;0;0;1;a;a;3570;4;2007;0;;;;Bayern;48,63;12,79
536;4;23.07.2015;6,639 €;719;1;0;0;1;a;c;4700;9;2002;1;31;2013;Feb,May,Aug,Nov;Hessen;51,04;9,58
537;4;23.07.2015;5,804 €;662;1;0;0;0;a;a;600;5;2002;1;1;2012;Jan,Apr,Jul,Oct;Bayern;50,51;10,05
538;4;23.07.2015;3,459 €;544;1;0;0;1;a;a;990;2;2010;0;;;;Thueringen;51,18;11,34
539;4;23.07.2015;10,954 €;1066;1;0;0;0;a;a;770;5;2013;1;40;2014;Jan,Apr,Jul,Oct;Niedersachsen;52,2;8,02
540;4;23.07.2015;7,299 €;500;1;0;0;0;d;c;810;;;1;48;2012;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;49,26;9,09
541;4;23.07.2015;4,811 €;698;1;0;0;1;a;c;650;7;1990;0;;;;Niedersachsen;52,98;10,1
542;4;23.07.2015;5,969 €;534;1;0;0;0;a;a;7280;9;2012;1;1;2013;Jan,Apr,Jul,Oct;Bayern;48,16;12,01
543;4;23.07.2015;2,111 €;212;1;0;0;0;c;a;1080;12;2012;0;;;;Bayern;47,79;12,33
544;4;23.07.2015;11,439 €;1599;1;0;0;1;a;a;250;12;2001;1;13;2010;Jan,Apr,Jul,Oct;Sachsen-Anhalt;52,56;11,2
545;4;23.07.2015;8,907 €;925;1;0;0;1;a;c;5020;5;2006;1;18;2014;Feb,May,Aug,Nov;Mecklenburg-Vorpommern;53,84;12,36
546;4;23.07.2015;14,443 €;1660;1;0;0;1;a;a;580;1;2005;0;;;;Bayern;50,23;12,08
547;4;23.07.2015;5,898 €;488;1;0;0;0;d;c;8990;11;2009;1;35;2010;Mar,Jun,Sept,Dec;Niedersachsen;52,54;8,77
548;4;23.07.2015;4,209 €;360;1;0;0;0;d;c;3760;2;2009;0;;;;Brandenburg;53,2;14,15
549;4;23.07.2015;4,071 €;502;1;0;0;1;a;c;2330;;;0;;;;Bayern;48,64;10,88
550;4;23.07.2015;4,325 €;373;1;0;0;0;d;c;50;6;2015;0;;;;Rheinland-Pfalz;50,4;7,42
551;4;23.07.2015;4,770 €;811;1;0;0;1;a;c;2190;9;2013;0;;;;Rheinland-Pfalz;49,6;7,66
552;4;23.07.2015;7,252 €;699;1;0;0;0;a;a;4260;7;2008;1;37;2009;Jan,Apr,Jul,Oct;Niedersachsen;52,25;10,69
553;4;23.07.2015;5,841 €;550;1;0;0;0;c;a;3040;9;2002;1;13;2010;Jan,Apr,Jul,Oct;Hessen;50,73;8,79
554;4;23.07.2015;4,568 €;626;1;0;0;1;c;c;1200;;;0;;;;Baden-Wuerttemberg;47,84;9,4
555;4;23.07.2015;3,995 €;395;1;0;0;0;d;a;1560;1;2014;1;10;2013;Mar,Jun,Sept,Dec;Brandenburg;52,64;13,64
556;4;23.07.2015;6,380 €;773;1;0;0;1;d;c;1140;11;2014;0;;;;Thueringen;50,77;12,21
557;4;23.07.2015;3,158 €;496;1;0;0;1;a;a;250;;;0;;;;Mecklenburg-Vorpommern;53,55;11,38
558;4;23.07.2015;2,741 €;389;1;0;0;1;a;a;3000;2;2010;0;;;;Bayern;48,86;12,97
559;4;23.07.2015;5,147 €;688;1;0;0;1;d;a;3910;11;2006;1;5;2013;Feb,May,Aug,Nov;Hessen;50,81;9,18
560;4;23.07.2015;11,531 €;1416;1;0;0;1;c;c;1910;7;2013;0;;;;Niedersachsen;52,21;9,17
561;4;23.07.2015;6,037 €;626;1;0;0;1;d;a;14300;;;0;;;;Nordrhein-Westfalen;51,89;6,58
562;4;23.07.2015;16,388 €;2956;1;0;0;1;b;c;1210;;;0;;;;Niedersachsen;52,42;9,23
563;4;23.07.2015;4,086 €;529;1;0;0;1;a;a;700;3;2015;1;10;2014;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,35;12,16
564;4;23.07.2015;4,488 €;442;1;0;0;1;d;c;6540;;;1;14;2013;Jan,Apr,Jul,Oct;Sachsen-Anhalt;51,88;12,33
565;4;23.07.2015;5,023 €;616;1;0;0;1;a;c;160;7;2007;0;;;;Niedersachsen;51,59;10,38
566;4;23.07.2015;4,170 €;445;1;0;0;1;a;a;3620;;;1;40;2013;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,95;9,27
567;4;23.07.2015;3,857 €;517;1;0;0;1;c;a;1010;9;2012;1;18;2011;Feb,May,Aug,Nov;Bayern;48,08;10,18
568;4;23.07.2015;4,438 €;418;1;0;0;0;d;c;4270;;;1;1;2013;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;47,78;9,43
569;4;23.07.2015;4,149 €;635;1;0;0;1;a;a;1340;9;2006;0;;;;Nordrhein-Westfalen;52,1;8,37
570;4;23.07.2015;3,338 €;539;1;0;0;1;a;a;180;11;2006;0;;;;Sachsen-Anhalt;51,52;11,89
571;4;23.07.2015;8,254 €;598;1;0;0;0;d;a;2110;11;1995;1;40;2014;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;49,22;9,84
572;4;23.07.2015;5,209 €;464;1;0;0;1;d;c;9230;4;2004;1;37;2009;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,67;8,81
573;4;23.07.2015;2,999 €;285;1;0;0;0;a;a;1190;11;2012;1;36;2013;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,67;14,11
574;4;23.07.2015;7,883 €;585;1;0;0;0;d;a;4400;;;0;;;;Bayern;50,19;11,88
575;4;23.07.2015;4,497 €;464;1;0;0;0;a;a;960;5;2008;1;13;2010;Jan,Apr,Jul,Oct;Brandenburg;51,99;13,23
576;4;23.07.2015;4,300 €;703;1;0;0;1;c;a;50;11;2006;0;;;;Sachsen-Anhalt;52,76;11,6
577;4;23.07.2015;4,010 €;501;1;0;0;1;a;c;2270;;;1;35;2012;Mar,Jun,Sept,Dec;Sachsen;50,7;13,28
578;4;23.07.2015;10,466 €;1071;1;0;0;1;d;a;12700;4;2013;0;;;;Niedersachsen;52,5;10,43
579;4;23.07.2015;5,756 €;736;1;0;0;1;c;a;20970;11;2012;0;;;;Sachsen-Anhalt;52,59;11,04
580;4;23.07.2015;7,838 €;1340;1;0;0;1;a;c;170;2;2009;0;;;;Nordrhein-Westfalen;51,09;8,41
581;4;23.07.2015;4,564 €;563;1;0;0;0;a;a;7250;12;2013;0;;;;Bayern;48,55;10,59
582;4;23.07.2015;5,610 €;799;1;0;0;0;a;a;120;;;0;;;;Mecklenburg-Vorpommern;53,95;13,57
583;4;23.07.2015;3,242 €;397;1;0;0;1;a;a;2640;11;2002;0;;;;Hamburg;53,64;10,08
584;4;23.07.2015;4,570 €;422;1;0;0;0;d;a;1360;;;1;35;2010;Mar,Jun,Sept,Dec;Mecklenburg-Vorpommern;53,59;12,88
585;4;23.07.2015;4,192 €;640;1;0;0;1;d;c;440;4;2014;0;;;;Bayern;49,21;12,08
586;4;23.07.2015;12,770 €;2102;1;0;0;1;a;c;250;10;2008;0;;;;Baden-Wuerttemberg;49,43;9,54
587;4;23.07.2015;10,864 €;679;1;0;0;0;d;c;330;9;2006;1;14;2011;Jan,Apr,Jul,Oct;Niedersachsen;53,39;7,12
588;4;23.07.2015;5,964 €;622;1;0;0;1;d;c;15720;3;2010;0;;;;Baden-Wuerttemberg;49,4;9,83
589;4;23.07.2015;4,669 €;536;1;0;0;0;a;c;360;;;1;18;2013;Feb,May,Aug,Nov;Schleswig-Holstein;53,68;9,63
590;4;23.07.2015;4,746 €;380;1;0;0;0;d;c;4520;9;2010;1;31;2013;Jan,Apr,Jul,Oct;Rheinland-Pfalz;49,42;8,3
591;4;23.07.2015;4,895 €;442;1;0;0;0;a;c;3340;;;1;22;2012;Mar,Jun,Sept,Dec;Brandenburg;51,77;13,19
592;4;23.07.2015;4,556 €;592;1;0;0;1;a;a;2540;6;2005;0;;;;Sachsen-Anhalt;52,73;11,06
593;4;23.07.2015;9,588 €;1395;1;0;0;1;a;c;33060;3;2010;0;;;;Niedersachsen;52,87;7,57
594;4;23.07.2015;3,944 €;466;1;0;0;1;a;a;1790;10;2011;0;;;;Brandenburg;52,84;13,51
595;4;23.07.2015;10,228 €;1307;1;0;0;1;c;c;1130;6;2015;0;;;;Brandenburg;51,77;14,38
596;4;23.07.2015;4,207 €;738;1;0;0;1;c;a;290;9;2006;0;;;;Niedersachsen;52,5;7,99
597;4;23.07.2015;5,130 €;756;1;0;0;0;a;a;150;9;2008;1;1;2012;Mar,Jun,Sept,Dec;Sachsen;50,67;13,16
598;4;23.07.2015;5,118 €;661;1;0;0;0;c;a;550;12;2013;1;40;2014;Jan,Apr,Jul,Oct;Rheinland-Pfalz;50,38;6,6
599;4;23.07.2015;7,508 €;679;1;0;0;1;d;c;580;11;2014;0;;;;Sachsen-Anhalt;51,94;10,96
600;4;23.07.2015;5,962 €;540;1;0;0;1;d;c;17340;6;2010;1;9;2011;Feb,May,Aug,Nov;Bayern;48,12;10,33
601;4;23.07.2015;3,808 €;361;1;0;0;0;d;a;8220;4;2014;1;14;2011;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,9;13,46
602;4;23.07.2015;6,062 €;585;1;0;0;0;a;a;2710;7;2001;1;22;2012;Mar,Jun,Sept,Dec;Schleswig-Holstein;53,95;9,98
603;4;23.07.2015;6,224 €;972;1;0;0;0;a;a;340;4;2007;1;13;2010;Jan,Apr,Jul,Oct;Thueringen;50,86;11,14
604;4;23.07.2015;6,394 €;488;1;0;0;0;d;a;10950;3;2014;0;;;;Niedersachsen;53,22;7,92
605;4;23.07.2015;6,591 €;479;1;0;0;0;d;a;10310;4;2003;1;37;2009;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,66;10,23
606;4;23.07.2015;4,411 €;493;1;0;0;1;a;a;2260;11;2007;0;;;;Nordrhein-Westfalen;50,93;6,85
607;4;23.07.2015;3,082 €;410;1;0;0;1;a;a;350;8;1999;1;14;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;49,21;8,15
608;4;23.07.2015;8,956 €;926;1;0;0;1;a;c;18370;2;2013;1;14;2011;Jan,Apr,Jul,Oct;Bayern;50,29;11,87
609;4;23.07.2015;4,117 €;471;1;0;0;1;a;a;2070;9;2007;0;;;;Sachsen-Anhalt;51,24;11,69
610;4;23.07.2015;3,349 €;421;1;0;0;1;a;a;660;1;2007;0;;;;Mecklenburg-Vorpommern;53,7;13,9
611;4;23.07.2015;5,339 €;463;1;0;0;0;a;a;8080;12;2002;1;40;2014;Jan,Apr,Jul,Oct;Niedersachsen;51,62;10,13
612;4;23.07.2015;6,399 €;392;1;0;0;0;d;c;2490;11;2012;1;31;2009;Jan,Apr,Jul,Oct;Niedersachsen;52,13;10,09
613;4;23.07.2015;5,128 €;813;1;0;0;1;c;a;250;6;2007;1;14;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;49,39;7,9
614;4;23.07.2015;5,790 €;909;1;0;0;1;a;a;1160;12;2012;0;;;;Baden-Wuerttemberg;47,91;8,05
615;4;23.07.2015;8,212 €;1138;1;0;0;0;d;a;730;8;2007;0;;;;Sachsen;50,93;14,36
616;4;23.07.2015;6,564 €;699;1;0;0;1;a;c;3040;8;2011;1;35;2010;Mar,Jun,Sept,Dec;Sachsen-Anhalt;51,8;12,42
617;4;23.07.2015;5,061 €;510;1;0;0;1;a;c;8940;;;1;9;2011;Jan,Apr,Jul,Oct;Bayern;48,79;10,43
618;4;23.07.2015;7,250 €;568;1;0;0;0;d;c;9910;;;0;;;;Brandenburg;52,37;13,85
619;4;23.07.2015;3,666 €;387;1;0;0;0;a;a;1600;6;2006;1;45;2009;Feb,May,Aug,Nov;Mecklenburg-Vorpommern;53,57;12,05
620;4;23.07.2015;8,528 €;735;1;0;0;0;d;c;5440;;;1;40;2014;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;54,41;12,92
621;4;23.07.2015;4,417 €;638;1;0;0;1;a;a;30;7;2002;0;;;;Baden-Wuerttemberg;48,61;9,04
622;4;23.07.2015;3,970 €;399;1;0;0;1;a;c;;;;0;;;;Sachsen;50,83;13,01
623;4;23.07.2015;5,865 €;748;1;0;0;1;a;a;4080;3;2011;1;13;2010;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,95;14,11
624;4;23.07.2015;6,187 €;595;1;0;0;1;a;c;6920;9;2011;0;;;;Nordrhein-Westfalen;51,76;6,83
625;4;23.07.2015;5,326 €;577;1;0;0;1;a;a;1170;4;2011;1;22;2012;Feb,May,Aug,Nov;Sachsen-Anhalt;51,85;11,64
626;4;23.07.2015;7,437 €;747;1;0;0;1;c;c;10740;11;2013;0;;;;Bayern;49,83;9,66
627;4;23.07.2015;6,351 €;654;1;0;0;0;c;c;3970;3;2010;0;;;;Mecklenburg-Vorpommern;53,56;12,95
628;4;23.07.2015;4,930 €;666;1;0;0;1;a;c;2180;;;0;;;;Baden-Wuerttemberg;48,13;9,92
629;4;23.07.2015;5,032 €;495;1;0;0;0;d;a;510;7;2014;1;23;2015;Mar,Jun,Sept,Dec;Baden-Wuerttemberg;48,51;9,81
630;4;23.07.2015;5,620 €;710;1;0;0;1;a;a;1690;4;2015;0;;;;Sachsen;51,21;12,92
631;4;23.07.2015;4,828 €;576;1;0;0;1;d;c;2870;;;1;35;2012;Mar,Jun,Sept,Dec;Nordrhein-Westfalen;51,33;6,95
632;4;23.07.2015;5,847 €;822;1;0;0;1;a;a;3350;2;2010;0;;;;Brandenburg;52,81;14,21
633;4;23.07.2015;7,412 €;544;1;0;0;0;d;a;11640;4;2005;1;22;2011;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,81;7,8
634;4;23.07.2015;5,108 €;600;1;0;0;1;d;a;18610;;;0;;;;Nordrhein-Westfalen;50,78;7,45
635;4;23.07.2015;4,906 €;536;1;0;0;1;a;a;27530;4;2014;0;;;;Hessen;51,2;9,39
636;4;23.07.2015;5,340 €;682;1;0;0;0;c;a;720;10;2004;1;13;2010;Jan,Apr,Jul,Oct;Thueringen;50,97;10,35
637;4;23.07.2015;9,009 €;732;1;0;0;0;d;c;9790;;;1;31;2009;Feb,May,Aug,Nov;Baden-Wuerttemberg;49,74;9,54
638;4;23.07.2015;5,863 €;500;1;0;0;0;d;a;10170;11;2001;0;;;;Rheinland-Pfalz;50,19;7,58
639;4;23.07.2015;3,632 €;399;1;0;0;1;a;a;7780;11;2006;0;;;;Mecklenburg-Vorpommern;54,29;12,71
640;4;23.07.2015;9,945 €;780;1;0;0;1;d;c;8040;;;0;;;;Niedersachsen;52,31;10,21
641;4;23.07.2015;3,970 €;409;1;0;0;1;a;c;610;12;2003;1;36;2013;Mar,Jun,Sept,Dec;Brandenburg;52,53;12,94
642;4;23.07.2015;2,879 €;395;1;0;0;1;c;c;530;4;2005;1;35;2010;Mar,Jun,Sept,Dec;Brandenburg;52,2;13,69
643;4;23.07.2015;6,144 €;774;1;0;0;1;a;a;230;6;2010;1;18;2010;Feb,May,Aug,Nov;Baden-Wuerttemberg;48,58;10,14
644;4;23.07.2015;8,335 €;982;1;0;0;0;c;a;4030;12;2004;1;14;2011;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,58;8,18
645;4;23.07.2015;8,472 €;1107;1;0;0;0;a;a;90;;;1;45;2009;Feb,May,Aug,Nov;Thueringen;50,77;10,76
646;4;23.07.2015;4,818 €;727;1;0;0;0;a;a;620;9;2014;0;;;;Nordrhein-Westfalen;51;6,46
647;4;23.07.2015;4,086 €;531;1;0;0;1;a;c;7420;4;2013;0;;;;Brandenburg;52,45;13,1
648;4;23.07.2015;5,099 €;488;1;0;0;1;d;a;2130;12;2008;0;;;;Sachsen;50,71;12,44
649;4;23.07.2015;2,944 €;327;1;0;0;1;a;a;14570;11;2002;0;;;;Rheinland-Pfalz;50,47;7,14
650;4;23.07.2015;5,557 €;586;1;0;0;0;a;a;1420;10;2012;1;40;2014;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;54,04;12,51
651;4;23.07.2015;5,872 €;733;1;0;0;1;a;a;200;;;0;;;;Niedersachsen;52,63;9,54
652;4;23.07.2015;5,949 €;655;1;0;0;1;a;a;20390;;;0;;;;Sachsen-Anhalt;52,87;11,74
653;4;23.07.2015;5,052 €;414;1;0;0;1;d;c;7520;7;2014;1;45;2009;Feb,May,Aug,Nov;Schleswig-Holstein;54,15;9,81
654;4;23.07.2015;5,954 €;619;1;0;0;1;c;a;6930;9;2006;0;;;;Mecklenburg-Vorpommern;53,64;11,81
655;4;23.07.2015;6,334 €;584;1;0;0;1;d;c;960;11;2012;1;5;2013;Feb,May,Aug,Nov;Schleswig-Holstein;53,92;10,1
656;4;23.07.2015;2,682 €;337;1;0;0;0;d;a;410;4;2009;1;13;2010;Jan,Apr,Jul,Oct;Sachsen;51,39;14,95
657;4;23.07.2015;3,888 €;518;1;0;0;1;c;c;80;1;2006;1;10;2014;Jan,Apr,Jul,Oct;Bayern;50,02;9,55
658;4;23.07.2015;4,787 €;510;1;0;0;1;d;c;520;;;1;37;2009;Jan,Apr,Jul,Oct;Niedersachsen;52,37;9,54
659;4;23.07.2015;5,049 €;639;1;0;0;0;d;a;1590;3;2012;0;;;;Brandenburg;53,35;14,08
660;4;23.07.2015;5,292 €;557;1;0;0;0;a;a;1200;11;2006;1;40;2014;Jan,Apr,Jul,Oct;Bayern;49,38;10,27
661;4;23.07.2015;6,760 €;526;1;0;0;0;d;c;2140;7;2013;0;;;;Hessen;51,06;9,31
662;4;23.07.2015;5,182 €;545;1;0;0;1;d;a;1070;;;0;;;;Bayern;50,15;11,16
663;4;23.07.2015;4,929 €;705;1;0;0;0;a;c;7860;5;2005;0;;;;Rheinland-Pfalz;49,95;6,64
664;4;23.07.2015;3,860 €;548;1;0;0;1;d;c;1680;10;2005;0;;;;Hessen;50,18;8,35
665;4;23.07.2015;7,187 €;1209;1;0;0;0;a;a;90;12;2012;1;14;2011;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;52,31;7,82
666;4;23.07.2015;5,101 €;551;1;0;0;0;c;c;2700;;;1;9;2011;Mar,Jun,Sept,Dec;Brandenburg;52,4;12,79
667;4;23.07.2015;6,541 €;685;1;0;0;1;d;c;2870;9;2012;0;;;;Mecklenburg-Vorpommern;53,8;11,66
668;4;23.07.2015;7,619 €;995;1;0;0;1;c;a;1270;9;2010;0;;;;Mecklenburg-Vorpommern;53,84;12,7
669;4;23.07.2015;4,864 €;418;1;0;0;0;d;a;17080;7;2012;1;31;2013;Jan,Apr,Jul,Oct;Niedersachsen;53,02;10,46
670;4;23.07.2015;5,195 €;631;1;0;0;0;a;a;2060;;;1;45;2009;Feb,May,Aug,Nov;Mecklenburg-Vorpommern;53,96;11,22
671;4;23.07.2015;5,790 €;620;1;0;0;0;a;c;2070;2;2008;1;39;2010;Jan,Apr,Jul,Oct;Bayern;49,96;9,65
672;4;23.07.2015;7,000 €;1113;1;0;0;1;c;a;240;9;2002;0;;;;Bayern;49,88;11,98
673;4;23.07.2015;7,175 €;611;1;0;0;0;d;c;15170;;;1;5;2013;Feb,May,Aug,Nov;Sachsen;50,55;12,48
674;4;23.07.2015;6,425 €;816;1;0;0;1;a;a;2640;12;2005;1;31;2013;Feb,May,Aug,Nov;Sachsen;51,54;14,55
675;4;23.07.2015;4,174 €;533;1;0;0;1;a;a;2100;8;2013;1;14;2011;Jan,Apr,Jul,Oct;Bayern;50,13;11,98
676;4;23.07.2015;8,476 €;2089;1;0;0;0;b;b;1410;9;2008;0;;;;Sachsen;51,13;14,9
677;4;23.07.2015;6,537 €;544;1;0;0;0;d;a;1740;6;2014;1;45;2009;Feb,May,Aug,Nov;Bayern;48,38;13,37
678;4;23.07.2015;6,280 €;662;1;0;0;1;c;a;3250;;;1;40;2011;Jan,Apr,Jul,Oct;Bayern;49,32;10,75
679;4;23.07.2015;7,719 €;879;1;0;0;1;a;a;4140;9;2012;0;;;;Mecklenburg-Vorpommern;53,83;11,32
680;4;23.07.2015;4,172 €;652;1;0;0;1;c;a;170;;;1;35;2012;Mar,Jun,Sept,Dec;Sachsen-Anhalt;52,51;11,01
681;4;23.07.2015;4,183 €;594;1;0;0;0;a;c;620;;;1;1;2014;Mar,Jun,Sept,Dec;Hessen;50,82;8,96
682;4;23.07.2015;10,065 €;1614;1;0;0;1;b;a;150;9;2006;0;;;;Baden-Wuerttemberg;49,2;8,87
683;4;23.07.2015;6,750 €;748;1;0;0;1;a;a;2850;7;2014;0;;;;Niedersachsen;52,49;10,44
684;4;23.07.2015;7,765 €;640;1;0;0;0;d;c;680;;;1;22;2012;Jan,Apr,Jul,Oct;Bayern;49,07;11,17
685;4;23.07.2015;5,165 €;515;1;0;0;1;a;a;650;11;2013;1;37;2009;Jan,Apr,Jul,Oct;Niedersachsen;51,86;10,26
686;4;23.07.2015;5,747 €;747;1;0;0;1;a;a;20050;4;2002;0;;;;Hessen;50,84;8,98
687;4;23.07.2015;6,626 €;597;1;0;0;1;d;c;2770;;;0;;;;Saarland;49,42;6,75
688;4;23.07.2015;3,223 €;361;1;0;0;1;a;a;18760;8;2015;1;14;2011;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,62;9,05
689;4;23.07.2015;6,121 €;703;1;0;0;0;d;a;15040;10;2004;0;;;;Nordrhein-Westfalen;51,25;6,87
690;4;23.07.2015;4,778 €;697;1;0;0;1;a;a;100;;;0;;;;Nordrhein-Westfalen;51,25;6,45
691;4;23.07.2015;6,848 €;522;1;0;0;1;d;c;3030;;;1;37;2009;Jan,Apr,Jul,Oct;Thueringen;51,39;10,99
692;4;23.07.2015;5,131 €;632;1;0;0;1;a;a;40;8;2001;0;;;;Niedersachsen;53,28;9,88
693;4;23.07.2015;4,932 €;432;1;0;0;0;d;a;450;;;1;40;2011;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;54,07;13,24
694;4;23.07.2015;6,752 €;701;1;0;0;0;a;c;460;11;2012;1;40;2014;Jan,Apr,Jul,Oct;Brandenburg;52,54;14,47
695;4;23.07.2015;5,484 €;516;1;0;0;1;a;a;550;7;2011;1;1;2012;Jan,Apr,Jul,Oct;Sachsen-Anhalt;51,79;10,73
696;4;23.07.2015;8,635 €;883;1;0;0;1;a;c;430;;;0;;;;Nordrhein-Westfalen;50,49;6,86
697;4;23.07.2015;8,209 €;839;1;0;0;1;d;a;3780;;;1;40;2011;Jan,Apr,Jul,Oct;Sachsen-Anhalt;52,73;12,08
698;4;23.07.2015;13,781 €;1655;1;0;0;1;a;a;1790;5;2011;0;;;;Thueringen;50,48;11,96
699;4;23.07.2015;7,142 €;825;1;0;0;0;a;a;180;;;1;5;2013;Jan,Apr,Jul,Oct;Niedersachsen;53,7;8,97
700;4;23.07.2015;4,439 €;600;1;0;0;0;a;c;830;;;1;27;2013;Jan,Apr,Jul,Oct;Rheinland-Pfalz;50,1;6,53
701;4;23.07.2015;5,506 €;582;1;0;0;0;d;a;1450;3;2012;1;14;2011;Jan,Apr,Jul,Oct;Brandenburg;52,94;14,04
702;4;23.07.2015;4,252 €;382;1;0;0;0;a;a;8550;9;2001;1;45;2009;Feb,May,Aug,Nov;Sachsen-Anhalt;51,6;12,09
703;4;23.07.2015;2,658 €;303;1;0;0;1;a;a;80;6;2005;0;;;;Mecklenburg-Vorpommern;53,27;13,26
704;4;23.07.2015;9,090 €;989;1;0;0;1;d;c;1910;4;2009;0;;;;Thueringen;51,3;10,97
705;4;23.07.2015;5,909 €;819;1;0;0;1;a;a;4140;9;2012;1;18;2011;Feb,May,Aug,Nov;Niedersachsen;52,44;9,51
706;4;23.07.2015;4,749 €;471;1;0;0;0;d;a;7830;9;2014;1;10;2014;Mar,Jun,Sept,Dec;Hessen;50,81;9,49
707;4;23.07.2015;7,258 €;817;1;0;0;1;a;c;2900;7;1990;0;;;;Niedersachsen;53,34;10,01
708;4;23.07.2015;5,477 €;535;1;0;0;1;c;c;11470;10;2009;1;18;2014;Jan,Apr,Jul,Oct;Bayern;50,22;10,92
709;4;23.07.2015;9,323 €;1305;1;0;0;1;a;a;500;12;2010;0;;;;Baden-Wuerttemberg;47,78;8,35
710;4;23.07.2015;4,211 €;357;1;0;0;0;d;a;1500;9;2008;1;14;2011;Jan,Apr,Jul,Oct;Schleswig-Holstein;54,23;9,17
711;4;23.07.2015;5,090 €;448;1;0;0;0;d;a;17110;3;2007;1;5;2010;Jan,Apr,Jul,Oct;Niedersachsen;53,46;7,31
712;4;23.07.2015;6,219 €;622;1;0;0;0;a;a;4870;9;2007;1;45;2009;Jan,Apr,Jul,Oct;Brandenburg;52,85;13,61
713;4;23.07.2015;6,358 €;909;1;0;0;1;a;c;220;;;1;10;2014;Jan,Apr,Jul,Oct;Bayern;48,38;10,89
714;4;23.07.2015;5,229 €;360;1;0;0;0;d;c;12070;10;2005;1;10;2013;Jan,Apr,Jul,Oct;Brandenburg;53,31;13,7
715;4;23.07.2015;5,241 €;588;1;0;0;1;a;a;14810;6;2014;0;;;;Bayern;50,29;10,23
716;4;23.07.2015;4,700 €;383;1;0;0;0;d;a;3200;1;2008;1;22;2011;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,56;11,76
717;4;23.07.2015;3,908 €;453;1;0;0;1;d;c;310;;;1;40;2011;Jan,Apr,Jul,Oct;Bayern;48,47;11,54
